"","block_year","development_key","year_completed","clue_block","street_address","resi_dwellings","studio_dwe","one_bdrm_dwe","two_bdrm_dwe","three_bdrm_dwe","student_apartments","student_beds","student_accommodation_units","car_spaces","bike_spaces","longitude","latitude","block_id","census_year","bar_pub_patron_limit","cafe_restaurant_seats_indoor","cafe_restaurant_seats_outdoor","dwelling_house_townhouse","dwelling_residential_apartments","dwelling_student_apartments","m2_commercial_accommodation","m2_common_area","m2_community_use","m2_educational_research","m2_entertainment_recreation_indoor","m2_equipment_installation","m2_hospital_clinic","m2_house_townhouse","m2_institutional_accommodation","m2_manufacturing","m2_office","m2_park_reserve","m2_parking_commercial_covered","m2_parking_commercial_uncovered","m2_parking_private_covered","m2_parking_private_uncovered","m2_performances_conferences_ceremonies","m2_private_outdoor_space","m2_public_display_area","m2_residential_apartment","m2_retail_cars","m2_retail_shop","m2_retail_showroom","m2_retail_stall","m2_sports_and_recreation_outdoor","m2_square_promenade","m2_storage","m2_student_accommodation","m2_transport","m2_transport_storage_uncovered","m2_unoccupied_under_construction","m2_unoccupied_under_demolition_condemned","m2_unoccupied_under_renovation","m2_unoccupied_undeveloped_site","m2_unoccupied_unused","m2_wholesale","m2_workshop_studio","parking_n_commercial","parking_n_private","parking_n_residential","services_accommodation_and_food","services_administrative_and_support","services_agriculture_forestry_and_fishing","services_arts_and_recreation","services_construction","services_education_and_training","services_electricity_gas_water_and_waste","services_financial_and_insurance","services_health_care_and_social_assistance","services_information_media_and_telecommunications","services_manufacturing","services_mining","services_other","services_professional_scientific_and_technical","services_public_administration_and_safety","services_rental_hiring_and_real_estate","services_retail_trade","services_transport_postal_and_warehousing","services_wholesale_trade"
"486","928_2016","X001522",2016,928,"65-79 Galada Avenue PARKVILLE VIC 3052",57,0,25,29,3,0,0,0,133,105,144.9391073,-37.77956819,928,2016,0,35,6,225,530,0,0,9488,0,3120,0,0,0,47534,10380,0,0,26244,0,0,8818,0,0,88275,0,48151,0,0,0,0,0,0,0,0,0,0,12437,0,0,0,0,0,0,0,106,486,1,0,0,10,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0
"487","928_2016","X001523",2016,928,"65-79 Galada Avenue PARKVILLE VIC 3052",68,0,19,44,5,0,0,0,0,0,144.9391073,-37.77956819,928,2016,0,35,6,225,530,0,0,9488,0,3120,0,0,0,47534,10380,0,0,26244,0,0,8818,0,0,88275,0,48151,0,0,0,0,0,0,0,0,0,0,12437,0,0,0,0,0,0,0,106,486,1,0,0,10,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0
"488","366_2016","X000515",2016,366,"366-392 Queensberry Street NORTH MELBOURNE VIC 3051",35,0,18,17,0,0,0,0,128,0,144.9550184,-37.80326652,366,2016,0,70,0,11,0,0,2033,603,0,0,0,0,0,1733,0,0,0,0,0,0,0,0,0,1260,0,0,0,0,0,0,0,0,0,0,0,0,17190,0,0,0,0,0,0,0,16,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489","366_2016","X001516",2016,366,"366-392 Queensberry Street NORTH MELBOURNE VIC 3051",35,0,18,17,0,0,0,0,0,0,144.9550184,-37.80326652,366,2016,0,70,0,11,0,0,2033,603,0,0,0,0,0,1733,0,0,0,0,0,0,0,0,0,1260,0,0,0,0,0,0,0,0,0,0,0,0,17190,0,0,0,0,0,0,0,16,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"490","366_2016","X001517",2016,366,"366-392 Queensberry Street NORTH MELBOURNE VIC 3051",34,0,17,17,0,0,0,0,0,0,144.9550184,-37.80326652,366,2016,0,70,0,11,0,0,2033,603,0,0,0,0,0,1733,0,0,0,0,0,0,0,0,0,1260,0,0,0,0,0,0,0,0,0,0,0,0,17190,0,0,0,0,0,0,0,16,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"491","366_2016","X001518",2016,366,"366-392 Queensberry Street NORTH MELBOURNE VIC 3051",34,0,17,17,0,0,0,0,0,0,144.9550184,-37.80326652,366,2016,0,70,0,11,0,0,2033,603,0,0,0,0,0,1733,0,0,0,0,0,0,0,0,0,1260,0,0,0,0,0,0,0,0,0,0,0,0,17190,0,0,0,0,0,0,0,16,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"492","409_2016","X000565",2016,409,"35-43 Dryburgh Street WEST MELBOURNE VIC 3003",60,1,28,31,0,0,0,0,0,0,144.9426208,-37.80605116,409,2016,0,24,10,5,70,0,0,1343,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,414,0,3864,0,0,0,0,0,0,0,0,0,0,11901,0,0,0,0,0,0,0,3,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"493","115_2016","X000315",2016,115,"496-504 Elizabeth Street MELBOURNE VIC 3000",542,0,0,0,0,0,0,0,185,0,144.9603506,-37.80719822,115,2016,355,602,86,0,1027,0,14307,38941,0,2403,5132,2694,0,0,0,0,27159,0,9960,0,42359,0,0,1056,0,75902,5213,3454,0,0,0,0,0,0,0,0,12130,0,0,0,0,0,0,348,1114,109,10,2,0,2,2,3,0,1,0,1,0,0,2,1,0,6,5,2,0
"494","378_2016","X000553",2016,378,"91-95 Flemington Road NORTH MELBOURNE VIC 3051",113,0,52,57,4,0,0,0,89,47,144.9528584,-37.79856529,378,2016,0,40,34,12,170,246,0,4288,0,0,0,0,0,1445,0,0,3682,0,0,0,5152,0,0,5943,0,15138,0,0,0,0,0,0,0,6266,0,0,21843,0,0,0,312,0,0,0,101,160,2,0,0,2,1,0,0,0,2,0,0,0,1,2,0,0,2,0,0
"495","11_2016","X000008",2016,11,"517-537 Flinders Lane MELBOURNE VIC 3000",20,0,16,4,0,0,0,0,0,0,144.9566569,-37.81987147,11,2016,1211,590,36,0,659,0,20138,16159,0,0,5728,0,0,0,0,0,10626,0,0,0,6783,0,0,945,0,39850,0,969,0,0,0,0,1040,0,0,0,0,0,1514,0,6045,0,0,99,72,238,16,7,0,0,2,1,1,4,3,2,1,0,7,14,0,2,1,1,1
"496","11_2016","X000012",2016,11,"556-560 Flinders Street MELBOURNE VIC 3000",132,0,79,53,0,0,0,0,0,108,144.9557668,-37.82061075,11,2016,1211,590,36,0,659,0,20138,16159,0,0,5728,0,0,0,0,0,10626,0,0,0,6783,0,0,945,0,39850,0,969,0,0,0,0,1040,0,0,0,0,0,1514,0,6045,0,0,99,72,238,16,7,0,0,2,1,1,4,3,2,1,0,7,14,0,2,1,1,1
"497","71_2016","X000182",2016,71,"Melbourne One Apartments 612-620 Lonsdale Street MELBOURNE VIC 3000",468,33,105,296,34,0,0,0,395,481,144.9539168,-37.81423941,71,2016,116,49,0,0,0,0,1139,2140,0,0,503,0,0,0,0,0,2558,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,273,0,0,0,32336,0,0,0,0,0,0,0,18,0,3,2,0,0,0,0,0,0,0,0,0,0,2,12,0,0,2,0,0
"498","71_2016","X000181",2016,71,"Australis Apartments 593-611 Little Lonsdale Street MELBOURNE VIC 3000",520,0,293,227,0,0,0,0,324,0,144.9538308,-37.81380962,71,2016,116,49,0,0,0,0,1139,2140,0,0,503,0,0,0,0,0,2558,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,273,0,0,0,32336,0,0,0,0,0,0,0,18,0,3,2,0,0,0,0,0,0,0,0,0,0,2,12,0,0,2,0,0
"499","46_2016","X000108",2016,46,"QT Melbourne 131-141 Russell Street MELBOURNE VIC 3000",24,0,12,12,0,0,0,0,46,6,144.9678367,-37.81342914,46,2016,1315,1329,408,0,143,0,9284,21140,0,12618,6901,2479,0,0,0,0,28348,0,2406,0,7499,0,0,1246,0,11239,0,6565,0,0,0,0,2310,0,0,0,0,0,0,0,19402,0,0,109,183,45,29,6,0,3,0,2,1,2,7,5,0,0,24,10,4,1,36,0,0
"500","1108_2016","X001101",2016,1108,"864-892 Collins Street DOCKLANDS VIC 3008",443,0,207,207,29,0,0,0,358,235,144.9423243,-37.82058708,1108,2016,690,4266,1569,0,913,0,0,133627,4806,3248,14065,10534,1007,0,0,0,199790,0,26248,0,67132,0,0,65149,0,87986,0,5730,0,0,0,59352,2922,0,0,0,116913,0,841,0,22164,0,282,673,1722,925,58,11,0,9,3,3,2,12,9,5,5,0,17,41,1,13,8,4,2
"501","1108_2016","X001521",2016,1108,"864-892 Collins Street DOCKLANDS VIC 3008",135,0,76,59,0,0,0,0,0,0,144.9423243,-37.82058708,1108,2016,690,4266,1569,0,913,0,0,133627,4806,3248,14065,10534,1007,0,0,0,199790,0,26248,0,67132,0,0,65149,0,87986,0,5730,0,0,0,59352,2922,0,0,0,116913,0,841,0,22164,0,282,673,1722,925,58,11,0,9,3,3,2,12,9,5,5,0,17,41,1,13,8,4,2
"502","101_2017","X001256",2017,101,"383-405 King Street WEST MELBOURNE VIC 3003",0,0,0,0,0,0,0,0,0,0,144.9529245,-37.8111076,101,2017,0,43,6,5,518,0,0,19385,0,0,0,0,0,960,0,0,2321,0,0,0,7094,0,0,3861,0,35784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18118,0,0,108,53,358,1,0,0,0,0,1,1,0,1,0,1,0,5,0,0,0,0,0,0
"503","37_2017","X000086",2017,37,"109-119 Little Collins Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9700268,-37.81354671,37,2017,373,775,242,0,0,0,11429,51089,0,0,2613,4511,914,0,0,0,132548,0,17100,0,566,0,3247,5689,0,0,0,1665,0,0,0,0,0,0,0,0,0,0,0,0,4970,0,0,547,144,0,14,7,0,1,5,0,2,54,4,5,1,1,10,34,12,13,9,2,2
"504","409_2017","X000562",2017,409,"14-20 Anderson Street WEST MELBOURNE VIC 3003",45,0,33,12,0,0,0,0,45,19,144.9421667,-37.80568227,409,2017,0,24,10,5,70,0,0,1343,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,414,0,3864,0,0,0,0,0,0,0,0,0,0,11901,0,0,0,0,0,0,0,3,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"505","440_2017","X000607",2017,440,"130-154 Dudley Street WEST MELBOURNE VIC 3003",80,4,40,36,0,0,0,0,209,121,144.9506136,-37.80952166,440,2017,0,12,12,2,119,0,0,3801,0,0,0,0,0,0,0,0,3129,0,0,0,5613,0,0,3562,0,9407,0,0,0,0,0,0,0,0,0,0,32866,0,0,755,5258,0,0,0,97,166,0,0,0,2,0,1,0,0,2,0,2,0,2,6,0,1,0,1,0
"506","440_2017","X000605",2017,440,"130-154 Dudley Street WEST MELBOURNE VIC 3003",81,5,40,36,0,0,0,0,0,0,144.9506136,-37.80952166,440,2017,0,12,12,2,119,0,0,3801,0,0,0,0,0,0,0,0,3129,0,0,0,5613,0,0,3562,0,9407,0,0,0,0,0,0,0,0,0,0,32866,0,0,755,5258,0,0,0,97,166,0,0,0,2,0,1,0,0,2,0,2,0,2,6,0,1,0,1,0
"507","440_2017","X001519",2017,440,"130-154 Dudley Street WEST MELBOURNE VIC 3003",80,5,39,36,0,0,0,0,0,0,144.9506136,-37.80952166,440,2017,0,12,12,2,119,0,0,3801,0,0,0,0,0,0,0,0,3129,0,0,0,5613,0,0,3562,0,9407,0,0,0,0,0,0,0,0,0,0,32866,0,0,755,5258,0,0,0,97,166,0,0,0,2,0,1,0,0,2,0,2,0,2,6,0,1,0,1,0
"508","260_2017","X000402",2017,260,"149-155 Berkeley Street MELBOURNE VIC 3000",150,0,82,68,0,0,0,0,51,121,144.9582495,-37.80219324,260,2017,250,120,0,0,59,187,0,5110,0,0,0,0,0,0,9027,0,1815,0,0,0,3130,0,0,541,0,5496,0,2533,0,0,0,0,1442,6696,0,0,3060,0,0,0,1018,0,0,0,83,0,5,1,0,0,1,0,0,0,1,0,2,0,1,1,0,0,7,0,0
"509","84_2017","X000215",2017,84,"Eporo Tower 279-289 La Trobe Street MELBOURNE VIC 3000",307,0,72,235,0,0,0,0,118,120,144.9608641,-37.81073633,84,2017,510,1157,39,8,808,0,1117,16749,0,1980,5088,0,0,2365,0,0,9463,0,0,0,8027,0,0,1147,0,60560,0,5348,0,0,0,0,1822,0,0,0,47477,0,0,0,1960,0,0,0,114,112,23,2,0,0,5,3,1,2,0,1,0,0,6,15,0,3,10,0,1
"510","84_2017","X000224",2017,84,"La Trobe Tower 323-331 La Trobe Street MELBOURNE VIC 3000",210,0,119,91,0,0,0,0,0,35,144.9597939,-37.81102566,84,2017,510,1157,39,8,808,0,1117,16749,0,1980,5088,0,0,2365,0,0,9463,0,0,0,8027,0,0,1147,0,60560,0,5348,0,0,0,0,1822,0,0,0,47477,0,0,0,1960,0,0,0,114,112,23,2,0,0,5,3,1,2,0,1,0,0,6,15,0,3,10,0,1
"511","97_2017","X000270",2017,97,"36-40 La Trobe Street MELBOURNE VIC 3000",224,0,163,61,0,0,0,0,2,77,144.9675752,-37.8081292,97,2017,300,337,53,0,1063,0,9578,35410,0,0,3947,0,0,0,0,0,6745,0,11374,0,19132,0,0,2504,0,69027,0,656,0,0,0,0,268,0,0,0,0,0,0,0,7210,0,0,765,30,551,8,0,0,3,3,1,0,2,1,2,0,0,4,4,0,2,2,0,0
"512","61_2017","X000153",2017,61,"617-639 Lonsdale Street MELBOURNE VIC 3000",683,0,0,0,0,0,0,0,0,0,144.9536247,-37.81542152,61,2017,705,589,109,0,2206,0,3116,54519,0,5844,4133,11220,0,0,0,0,620,0,0,0,36446,0,0,0,0,148568,0,721,0,0,0,0,3213,0,0,0,40148,0,0,0,3087,0,0,0,375,790,13,0,0,0,0,1,2,0,1,0,0,0,1,0,1,3,5,0,0
"513","1108_2017","X001095",2017,1108,"889-897 Collins Street DOCKLANDS VIC 3008",300,0,121,163,16,0,0,0,384,159,144.9418979,-37.82120905,1108,2017,690,4266,1569,0,913,0,0,133627,4806,3248,14065,10534,1007,0,0,0,199790,0,26248,0,67132,0,0,65149,0,87986,0,5730,0,0,0,59352,2922,0,0,0,116913,0,841,0,22164,0,282,673,1722,925,58,11,0,9,3,3,2,12,9,5,5,0,17,41,1,13,8,4,2
"514","1108_2017","X001520",2017,1108,"889-897 Collins Street DOCKLANDS VIC 3008",239,0,97,130,12,0,0,0,0,0,144.9418979,-37.82120905,1108,2017,690,4266,1569,0,913,0,0,133627,4806,3248,14065,10534,1007,0,0,0,199790,0,26248,0,67132,0,0,65149,0,87986,0,5730,0,0,0,59352,2922,0,0,0,116913,0,841,0,22164,0,282,673,1722,925,58,11,0,9,3,3,2,12,9,5,5,0,17,41,1,13,8,4,2
"515","28_2017","X000066",2017,28,"35-47 Spring Street MELBOURNE VIC 3000",270,0,86,139,45,0,0,0,277,82,144.9739482,-37.81419757,28,2017,0,1091,170,0,37,0,18142,61949,0,0,7722,11943,3343,0,0,0,96056,0,31729,0,1932,0,0,3607,0,7194,0,3797,0,159,0,0,0,0,0,0,50850,0,6475,0,3925,0,0,696,52,20,26,7,0,1,3,1,0,31,27,3,0,1,11,28,6,5,28,1,2
"516","441_2017","X000609",2017,441,"171-175 Rosslyn Street WEST MELBOURNE VIC 3003",18,0,12,6,0,0,0,0,11,4,144.9490732,-37.80971674,441,2017,150,90,12,0,0,0,570,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,0,0,0,14470,0,0,102,71,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"517","1109_2017","X001115",2017,1109,"411-423 Docklands Drive DOCKLANDS VIC 3008",160,0,72,75,13,0,0,0,176,281,144.939715,-37.81472008,1109,2017,1380,3225,810,40,1935,0,11132,72270,0,0,10219,0,0,12767,0,0,17883,0,9912,0,50671,0,0,2956,0,161525,0,3117,0,0,0,27072,244,0,0,0,0,0,0,62703,7618,0,316,512,108,2309,35,12,0,5,5,4,1,10,5,2,0,1,14,44,2,20,17,12,14
"518","1109_2017","X001116",2017,1109,"411-423 Docklands Drive DOCKLANDS VIC 3008",244,0,135,106,3,0,0,0,220,157,144.939715,-37.81472008,1109,2017,1380,3225,810,40,1935,0,11132,72270,0,0,10219,0,0,12767,0,0,17883,0,9912,0,50671,0,0,2956,0,161525,0,3117,0,0,0,27072,244,0,0,0,0,0,0,62703,7618,0,316,512,108,2309,35,12,0,5,5,4,1,10,5,2,0,1,14,44,2,20,17,12,14
"519","773_2017","X000787",2017,773,"73-91 South Wharf Drive DOCKLANDS VIC 3008",229,5,71,118,35,0,0,0,302,84,144.9359189,-37.82238476,773,2017,0,352,234,82,1156,0,0,58585,0,0,1043,0,0,33316,0,0,3598,0,0,0,61031,0,0,16659,0,156297,0,648,722,0,0,26173,0,0,0,0,22762,0,0,0,2243,0,0,38,110,1845,6,1,0,2,2,0,1,0,1,0,1,0,4,3,0,6,2,1,1
"520","724_2017","X000717",2017,724,"555-563 St Kilda Road MELBOURNE VIC 3004",326,0,52,227,47,0,0,0,365,0,144.9805697,-37.84730297,724,2017,0,440,309,0,640,0,0,31587,0,0,1782,0,290,0,0,0,24102,0,0,0,27470,0,0,19237,0,47044,0,768,0,0,0,0,0,0,0,0,0,0,3660,0,2731,0,0,220,392,814,12,4,0,0,0,2,0,1,3,0,0,0,1,6,1,2,2,1,0
"521","212_2017","X001179",2017,212,"481-495 Rathdowne Street CARLTON VIC 3053",143,8,70,62,3,0,0,0,130,44,144.9706899,-37.79418146,212,2017,0,78,38,2,1030,693,0,38118,0,0,0,0,0,0,9016,0,1820,0,0,0,10334,0,0,33662,0,73135,0,0,0,0,0,0,0,29735,0,0,4800,0,0,0,447,0,0,0,10,780,3,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0
"522","1105_2017","X001034",2017,1105,"17-27 Village Street DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,66,0,144.950436,-37.82110552,1105,2017,75,1597,466,0,189,0,10575,78250,0,0,6534,21947,0,0,0,0,235926,0,34421,0,27230,0,0,3452,0,16114,0,2237,0,0,0,0,1118,0,0,0,136614,0,0,2591,18077,0,0,995,522,189,31,5,0,3,1,0,0,7,5,5,1,1,3,14,4,5,3,5,3
"523","94_2017","X000252",2017,94,"127-141 A'Beckett Street MELBOURNE VIC 3000",632,0,272,344,16,0,0,0,212,212,144.9597627,-37.80988962,94,2017,0,404,35,0,69,176,2139,26361,0,7534,1982,0,0,0,0,0,52300,0,22525,0,686,0,0,2520,0,5307,0,4475,0,0,0,0,688,9444,0,0,53820,0,751,0,8446,0,0,677,9,14,11,0,0,0,4,3,0,1,1,1,0,0,6,10,1,4,8,0,0
"524","1105_2017","X001033",2017,1105,"14-24 Batmans Hill Drive DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,300,0,144.9498562,-37.82128583,1105,2017,75,1597,466,0,189,0,10575,78250,0,0,6534,21947,0,0,0,0,235926,0,34421,0,27230,0,0,3452,0,16114,0,2237,0,0,0,0,1118,0,0,0,136614,0,0,2591,18077,0,0,995,522,189,31,5,0,3,1,0,0,7,5,5,1,1,3,14,4,5,3,5,3
"525","801_2017","X000891",2017,801,"2 Riverside Quay SOUTHBANK VIC 3006",0,0,0,0,0,0,0,0,0,202,144.9632966,-37.8213153,801,2017,1238,981,569,0,693,0,6879,56399,0,0,5539,9265,0,0,0,0,70497,0,43928,0,23637,0,0,8272,0,88106,0,2623,0,0,0,14164,0,0,0,0,0,0,1341,0,9194,0,0,1242,391,1080,8,5,0,2,3,0,0,7,1,4,0,3,3,14,1,2,5,0,0
"526","17_2017","X001387",2017,17,"114 Flinders Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,1275,438,144.970758,-37.81595693,17,2017,2538,2743,140,0,327,0,5753,33750,0,759,9695,501,0,0,0,0,35622,0,47721,0,16201,0,0,1273,0,23166,0,1946,0,0,0,0,711,0,0,0,0,0,0,0,2736,0,0,1513,180,183,36,1,0,2,1,4,0,7,0,2,2,0,7,47,2,4,8,1,2
"527","1108_2017","X001096",2017,1108,"869-883 Collins Street DOCKLANDS VIC 3008",309,0,110,184,15,0,0,0,364,149,144.9429799,-37.82148719,1108,2017,690,4266,1569,0,913,0,0,133627,4806,3248,14065,10534,1007,0,0,0,199790,0,26248,0,67132,0,0,65149,0,87986,0,5730,0,0,0,59352,2922,0,0,0,116913,0,841,0,22164,0,282,673,1722,925,58,11,0,9,3,3,2,12,9,5,5,0,17,41,1,13,8,4,2
"528","1108_2017","X001505",2017,1108,"869-883 Collins Street DOCKLANDS VIC 3008",222,0,98,111,13,0,0,0,0,0,144.9429799,-37.82148719,1108,2017,690,4266,1569,0,913,0,0,133627,4806,3248,14065,10534,1007,0,0,0,199790,0,26248,0,67132,0,0,65149,0,87986,0,5730,0,0,0,59352,2922,0,0,0,116913,0,841,0,22164,0,282,673,1722,925,58,11,0,9,3,3,2,12,9,5,5,0,17,41,1,13,8,4,2
"529","22_2017","X000045",2017,22,"Rialto Towers 505-535 Collins Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9574723,-37.81864957,22,2017,0,778,62,0,0,0,9369,52841,0,0,5750,0,302,0,0,0,98780,0,24339,0,0,0,0,1227,0,0,0,1420,0,0,0,0,0,0,0,0,11689,0,8145,0,21720,0,0,736,13,0,15,13,0,4,8,4,2,33,4,0,2,1,9,73,4,4,3,4,1
"530","265_2017","X000423",2017,265,"139-155 Queensberry Street CARLTON VIC 3053",193,0,110,73,10,0,0,0,138,72,144.9639247,-37.8049342,265,2017,0,612,117,9,165,473,388,15982,0,21587,1280,0,0,1267,0,0,9112,0,8041,0,5487,0,0,427,0,9724,0,922,0,0,0,0,0,11508,0,0,0,0,0,0,822,0,0,200,325,171,11,2,0,0,1,6,0,0,0,0,1,0,7,3,1,2,1,0,1
"531","254_2017","X000378",2017,254,"106-112 Queensberry Street CARLTON VIC 3053",54,0,41,13,0,0,0,0,35,40,144.9654093,-37.80453101,254,2017,0,491,238,18,107,0,0,3455,0,0,2017,0,0,2800,0,0,7669,0,2179,0,3405,0,0,0,0,7579,0,906,0,0,0,0,831,0,0,0,2548,0,0,0,995,0,0,73,52,80,11,2,0,0,2,2,0,1,3,2,0,0,4,5,0,1,1,1,0
"532","317_2017","X000450",2017,317,"1 Shiel Street NORTH MELBOURNE VIC 3051",34,0,4,30,0,0,0,0,45,60,144.9438086,-37.79832303,317,2017,0,35,0,4,75,0,0,1764,0,0,0,0,0,705,0,0,0,0,0,0,0,0,0,0,0,5741,0,0,0,0,0,0,0,0,0,0,0,0,0,2923,0,0,0,0,4,79,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0
"533","928_2017","X001525",2017,928,"11-49 Galada Avenue PARKVILLE VIC 3052",133,0,39,94,0,0,0,0,135,134,144.9402265,-37.78154204,928,2017,0,35,6,225,530,0,0,9488,0,3120,0,0,0,47534,10380,0,0,26244,0,0,8818,0,0,88275,0,48151,0,0,0,0,0,0,0,0,0,0,12437,0,0,0,0,0,0,0,106,486,1,0,0,10,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0
"534","1109_2017","X001127",2017,1109,"6-22 Pearl River Road DOCKLANDS VIC 3008",463,0,278,154,31,0,0,0,308,149,144.938287,-37.81546212,1109,2017,1380,3225,810,40,1935,0,11132,72270,0,0,10219,0,0,12767,0,0,17883,0,9912,0,50671,0,0,2956,0,161525,0,3117,0,0,0,27072,244,0,0,0,0,0,0,62703,7618,0,316,512,108,2309,35,12,0,5,5,4,1,10,5,2,0,1,14,44,2,20,17,12,14
"535","27_2017","X001581",2017,27,"89-105 Collins Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9708165,-37.81487457,27,2017,1410,886,56,0,2,0,21166,47640,0,0,12880,13605,1441,0,0,0,92489,0,9000,0,8203,0,0,869,0,0,0,7087,546,0,0,0,2421,0,0,0,0,0,0,0,5445,0,0,620,450,0,14,8,0,1,7,1,2,41,7,1,2,1,8,42,2,7,27,0,2
"536","271_2017","X000442",2017,271,"Trinity College 100 Royal Parade PARKVILLE VIC 3052",0,0,0,0,0,0,0,0,0,0,144.9594147,-37.79514063,271,2017,0,24,6,0,0,0,0,11266,0,0,0,0,0,0,0,0,6498,0,0,0,0,0,0,116765,0,0,0,0,0,0,0,0,0,96960,0,0,0,0,0,0,0,0,0,0,627,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"537","85_2017","X001192",2017,85,"Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9627706,-37.81050923,85,2017,3196,4472,477,0,51,271,0,58670,0,0,27258,7914,0,0,2867,0,67882,0,21426,0,8162,0,3700,7658,0,4247,0,37151,0,381,0,0,901,12390,6465,0,0,0,316,0,3898,0,0,1034,197,45,106,6,0,2,2,0,1,12,8,5,1,0,34,8,5,2,183,1,0
"538","413_2017","X000570",2017,413,"82-84 Ireland Street WEST MELBOURNE VIC 3003",14,0,4,4,6,0,0,0,6,14,144.9437363,-37.80662529,413,2017,0,73,52,20,25,0,0,1195,0,0,0,0,0,2526,0,0,3632,0,0,0,2776,0,0,2612,0,2972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,35,2,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,2
"539","760_2017","X000764",2017,760,"497-503 St Kilda Road MELBOURNE VIC 3004",245,12,197,36,0,0,0,0,307,270,144.9790766,-37.84331753,760,2017,0,114,99,0,363,0,0,27999,0,0,431,0,4242,0,0,0,30211,0,0,0,29924,0,0,23332,0,53083,0,861,0,0,0,0,0,0,0,0,34130,0,0,0,1046,0,0,8,767,597,4,4,0,0,4,1,0,9,52,0,1,0,3,14,4,3,2,3,2
"540","334_2017","X001515",2017,334,"275 Abbotsford Street, NORTH MELBOURNE, 3051",92,0,62,26,4,0,0,0,95,86,144.9454485,-37.80089104,334,2017,0,4,2,39,7,0,0,498,0,0,0,0,0,4849,0,0,1487,0,0,0,0,0,0,829,0,942,0,323,0,0,0,0,0,0,0,0,0,0,217,2023,1458,0,0,0,19,25,2,0,0,0,0,0,0,1,2,0,2,0,1,3,0,0,2,0,0
"541","115_2017","X000312",2017,115,"452-472 Elizabeth Street MELBOURNE VIC 3000",622,0,110,488,24,0,0,0,163,263,144.960624,-37.80783716,115,2017,355,476,70,0,1579,0,14461,47821,0,2696,6379,2694,0,0,0,0,17699,0,10159,0,43980,0,0,1125,0,122908,5213,3656,0,0,0,0,0,0,0,0,35943,0,0,0,13552,0,0,360,1102,294,8,1,0,2,4,3,0,0,0,1,0,0,3,1,0,5,5,2,0
"542","105_2017","X000297",2017,105,"442-450 Elizabeth Street MELBOURNE VIC 3000",607,0,0,0,0,0,0,0,90,178,144.9608587,-37.80830802,105,2017,486,459,0,0,698,0,0,23321,0,29140,1884,0,0,0,0,0,17403,0,0,0,14734,0,0,461,0,44031,0,3052,0,0,0,0,0,0,0,0,71544,0,0,0,996,0,0,0,199,274,9,1,0,1,0,4,0,0,1,0,0,0,0,4,1,3,5,1,0
"543","212_2017","X000346",2017,212,"494-516 Drummond Street CARLTON VIC 3053",91,0,0,70,21,0,0,0,98,4,144.9700228,-37.79357998,212,2017,0,78,38,2,1030,693,0,38118,0,0,0,0,0,0,9016,0,1820,0,0,0,10334,0,0,33662,0,73135,0,0,0,0,0,0,0,29735,0,0,4800,0,0,0,447,0,0,0,10,780,3,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0
